BUS_SERVICE_NAME_TXT,OPR_DESC_TXT,ORIG_DEST_TXT,BUS_DIRCTN_TXT,BUS_ROUTE_SEQ_NUM,BUS_STOP_CD,BUS_STOP_DESC_TXT,RD_NAM_TXT,LONGTD_TXT,LATTD_TXT,OP_HR_TXT,FARE_TXT
PBS 555,City Bus Services,Bukit Batok West Avenue 5 to Beach Road,1,17,-,Along the road outside Clifford Centre,Collyer Quay,103.8527016,1.2837403,Two trips at 7.27am and 7.40am, Adult/Senior Citizen: $4 (cash)/$3.50 (card); Child/Student: $2 (card/cash) 
PBS 555,City Bus Services,Bukit Batok West Avenue 5 to Beach Road,1,18,3011,Fullerton Square,Fullerton Road,103.8534222,1.28561841,Two trips at 7.27am and 7.40am, Adult/Senior Citizen: $4 (cash)/$3.50 (card); Child/Student: $2 (card/cash) 
PBS 555,City Bus Services,Bukit Batok West Avenue 5 to Beach Road,1,19,2151,Suntec Convention Centre,Temasek Boulevard,103.8578462,1.29317776,Two trips at 7.27am and 7.40am, Adult/Senior Citizen: $4 (cash)/$3.50 (card); Child/Student: $2 (card/cash) 
PBS 555,City Bus Services,Bukit Batok West Avenue 5 to Beach Road,1,20,2141,Suntec Tower Two,Temasek Boulevard,103.8593382,1.29576572,Two trips at 7.27am and 7.40am, Adult/Senior Citizen: $4 (cash)/$3.50 (card); Child/Student: $2 (card/cash) 
PBS 555,City Bus Services,Bukit Batok West Avenue 5 to Beach Road,1,21,1511,Opp The Gateway,Beach Road,103.8586452,1.29919826,Two trips at 7.27am and 7.40am, Adult/Senior Citizen: $4 (cash)/$3.50 (card); Child/Student: $2 (card/cash) 
PBS 555,City Bus Services,Tanjong Pagar Road to Bukit Batok West Avenue 6,2,1,5411,Tanjong Pagar Plaza,Tanjong Pagar Road,103.846904,1.432833,One trip at 6.10pm, Adult/Senior Citizen: $4 (cash)/$3.50 (card); Child/Student: $2 (card/cash) 
PBS 555,City Bus Services,Tanjong Pagar Road to Bukit Batok West Avenue 6,2,2,-,Beside Twenty Anson,Gopeng St,103.8452,1.275388,One trip at 6.10pm, Adult/Senior Citizen: $4 (cash)/$3.50 (card); Child/Student: $2 (card/cash) 
PBS 555,City Bus Services,Tanjong Pagar Road to Bukit Batok West Avenue 6,2,3,3151,Aft Telok Ayer St,Cecil St,103.8478,1.27892125,One trip at 6.10pm, Adult/Senior Citizen: $4 (cash)/$3.50 (card); Child/Student: $2 (card/cash) 
PBS 555,City Bus Services,Tanjong Pagar Road to Bukit Batok West Avenue 6,2,4,3021,Prudential Twr,Cecil St,103.85,1.28255525,One trip at 6.10pm, Adult/Senior Citizen: $4 (cash)/$3.50 (card); Child/Student: $2 (card/cash) 
PBS 555,City Bus Services,Tanjong Pagar Road to Bukit Batok West Avenue 6,2,5,-,Outside Clifford Centre,Collyer Quay,103.8527,1.28369,One trip at 6.10pm, Adult/Senior Citizen: $4 (cash)/$3.50 (card); Child/Student: $2 (card/cash) 
PBS 555,City Bus Services,Tanjong Pagar Road to Bukit Batok West Avenue 6,2,6,-,Outside Singapore Land Tower,Battery Rd,103.8518,1.285056,One trip at 6.10pm, Adult/Senior Citizen: $4 (cash)/$3.50 (card); Child/Student: $2 (card/cash) 
PBS 555,City Bus Services,Tanjong Pagar Road to Bukit Batok West Avenue 6,2,7,43501,Opp Blk 291E,Bt Batok St 23,103.7542,1.34376366,One trip at 6.10pm, Adult/Senior Citizen: $4 (cash)/$3.50 (card); Child/Student: $2 (card/cash) 
PBS 555,City Bus Services,Tanjong Pagar Road to Bukit Batok West Avenue 6,2,8,43511,Bt Batok Swim Cplx,Bt Batok East Ave 6,103.7485,1.34497394,One trip at 6.10pm, Adult/Senior Citizen: $4 (cash)/$3.50 (card); Child/Student: $2 (card/cash) 
PBS 555,City Bus Services,Tanjong Pagar Road to Bukit Batok West Avenue 6,2,9,43379,Blk 185,Bt Batok West Ave 6,103.7452,1.34716554,One trip at 6.10pm, Adult/Senior Citizen: $4 (cash)/$3.50 (card); Child/Student: $2 (card/cash) 
PBS 555,City Bus Services,Tanjong Pagar Road to Bukit Batok West Avenue 6,2,10,43329,Blk 146,Bt Batok West Ave 6,103.7448,1.34976204,One trip at 6.10pm, Adult/Senior Citizen: $4 (cash)/$3.50 (card); Child/Student: $2 (card/cash) 
PBS 555,City Bus Services,Tanjong Pagar Road to Bukit Batok West Avenue 6,2,11,40301,Blk 451A,Bt Batok West Ave 6,103.7429,1.35332581,One trip at 6.10pm, Adult/Senior Citizen: $4 (cash)/$3.50 (card); Child/Student: $2 (card/cash) 
PBS 555,City Bus Services,Tanjong Pagar Road to Bukit Batok West Avenue 6,2,12,40351,Blk 461C,Bt Batok West Ave 6,103.741,1.35499657,One trip at 6.10pm, Adult/Senior Citizen: $4 (cash)/$3.50 (card); Child/Student: $2 (card/cash) 
PBS 555,City Bus Services,Tanjong Pagar Road to Bukit Batok West Avenue 6,2,13,40361,Blk 438A,Bt Batok West Ave 8,103.7409,1.35715419,One trip at 6.10pm, Adult/Senior Citizen: $4 (cash)/$3.50 (card); Child/Student: $2 (card/cash) 
PBS 555,City Bus Services,Tanjong Pagar Road to Bukit Batok West Avenue 6,2,14,43799,Blk 432A,Bt Batok West Ave 8,103.7432,1.360292,One trip at 6.10pm, Adult/Senior Citizen: $4 (cash)/$3.50 (card); Child/Student: $2 (card/cash) 
PBS 555,City Bus Services,Tanjong Pagar Road to Bukit Batok West Avenue 6,2,15,43779,Blk 433C,Bt Batok Rd,103.7418,1.36195562,One trip at 6.10pm, Adult/Senior Citizen: $4 (cash)/$3.50 (card); Child/Student: $2 (card/cash) 
PBS 555,City Bus Services,Tanjong Pagar Road to Bukit Batok West Avenue 6,2,16,43789,BLK 436A,Bt Batok Rd,103.7395,1.35915702,One trip at 6.10pm, Adult/Senior Citizen: $4 (cash)/$3.50 (card); Child/Student: $2 (card/cash) 
PBS 555,City Bus Services,Tanjong Pagar Road to Bukit Batok West Avenue 6,2,17,40311,Blk 439C,Bt Batok West Ave 6,103.7389,1.35730457,One trip at 6.10pm, Adult/Senior Citizen: $4 (cash)/$3.50 (card); Child/Student: $2 (card/cash) 
PBS 560 ,Diamond Coach Singapore Pte Ltd,Pandan Valley to Temasek Boulevard,1,1,12169,Pandan Valley ,Pandan Valley,103.7772417,1.319165492,Two trips at 7.40am and 7.55am / 15 min, $5.00 (card) / $7.00 (cash) / $95 (monthly) 
PBS 560 ,Diamond Coach Singapore Pte Ltd,Pandan Valley to Temasek Boulevard,1,2,12179,Montview,Mount Sinai Rise,103.7769949,1.316795047,Two trips at 7.40am and 7.55am / 15 min, $5.00 (card) / $7.00 (cash) / $95 (monthly) 
PBS 560 ,Diamond Coach Singapore Pte Ltd,Pandan Valley to Temasek Boulevard,1,3,12199,Opp Village Tower,Mount Sinai Rise,103.7782062,1.315479989,Two trips at 7.40am and 7.55am / 15 min, $5.00 (card) / $7.00 (cash) / $95 (monthly) 
PBS 560 ,Diamond Coach Singapore Pte Ltd,Pandan Valley to Temasek Boulevard,1,4,12189,Bef Mount Sinai Drive,Mount Sinai Rise,103.780224,1.316426937,Two trips at 7.40am and 7.55am / 15 min, $5.00 (card) / $7.00 (cash) / $95 (monthly) 
PBS 560 ,Diamond Coach Singapore Pte Ltd,Pandan Valley to Temasek Boulevard,1,5,12211,Bet House No. 33/35,Mount Sinai Drive,103.7807071,1.317213361,Two trips at 7.40am and 7.55am / 15 min, $5.00 (card) / $7.00 (cash) / $95 (monthly) 
PBS 560 ,Diamond Coach Singapore Pte Ltd,Pandan Valley to Temasek Boulevard,1,6,12151,Evian Condominium,Moonbeam Walk,103.7812757,1.318650645,Two trips at 7.40am and 7.55am / 15 min, $5.00 (card) / $7.00 (cash) / $95 (monthly) 
PBS 560 ,Diamond Coach Singapore Pte Ltd,Pandan Valley to Temasek Boulevard,1,7,12031,Pandan Valley Condominium,Ulu Pandan Road,103.7796286,1.320800851,Two trips at 7.40am and 7.55am / 15 min, $5.00 (card) / $7.00 (cash) / $95 (monthly) 
PBS 560 ,Diamond Coach Singapore Pte Ltd,Pandan Valley to Temasek Boulevard,1,8,12041,Aft Pandan Valley,Ulu Pandan Road,103.7765344,1.320491727,Two trips at 7.40am and 7.55am / 15 min, $5.00 (card) / $7.00 (cash) / $95 (monthly) 
PBS 560 ,Diamond Coach Singapore Pte Ltd,Pandan Valley to Temasek Boulevard,1,9,12051,Pine Grove Condominium,Ulu Pandan Road,103.7750613,1.320428951,Two trips at 7.40am and 7.55am / 15 min, $5.00 (card) / $7.00 (cash) / $95 (monthly) 
PBS 560 ,Diamond Coach Singapore Pte Ltd,Pandan Valley to Temasek Boulevard,1,10,12111,Bef Clementi Road,Ulu Pandan Road,103.7722298,1.319117911,Two trips at 7.40am and 7.55am / 15 min, $5.00 (card) / $7.00 (cash) / $95 (monthly) 
PBS 560 ,Diamond Coach Singapore Pte Ltd,Pandan Valley to Temasek Boulevard,1,11,17119,Opp Blk 343,Clementi Road,103.7719327,1.31728447,Two trips at 7.40am and 7.55am / 15 min, $5.00 (card) / $7.00 (cash) / $95 (monthly) 
PBS 560 ,Diamond Coach Singapore Pte Ltd,Pandan Valley to Temasek Boulevard,1,12,17109,Opp Blk 352,Clementi Road,103.7721831,1.315527141,Two trips at 7.40am and 7.55am / 15 min, $5.00 (card) / $7.00 (cash) / $95 (monthly) 
PBS 560 ,Diamond Coach Singapore Pte Ltd,Pandan Valley to Temasek Boulevard,1,13,17099,Yale-NUS College,Clementi Road,103.7716527,1.30783047,Two trips at 7.40am and 7.55am / 15 min, $5.00 (card) / $7.00 (cash) / $95 (monthly) 
PBS 560 ,Diamond Coach Singapore Pte Ltd,Pandan Valley to Temasek Boulevard,1,14,3223,International Plaza,Anson Road,103.8463247,1.275703395,Two trips at 7.40am and 7.55am / 15 min, $5.00 (card) / $7.00 (cash) / $95 (monthly) 
PBS 560 ,Diamond Coach Singapore Pte Ltd,Pandan Valley to Temasek Boulevard,1,15,3151,Aft Telok Ayer St,Cecil Street ,103.8477623,1.278921246,Two trips at 7.40am and 7.55am / 15 min, $5.00 (card) / $7.00 (cash) / $95 (monthly) 
PBS 560 ,Diamond Coach Singapore Pte Ltd,Pandan Valley to Temasek Boulevard,1,16,3021,Prudential Tower,Cecil Street ,103.849989,1.282555246,Two trips at 7.40am and 7.55am / 15 min, $5.00 (card) / $7.00 (cash) / $95 (monthly) 
PBS 560 ,Diamond Coach Singapore Pte Ltd,Pandan Valley to Temasek Boulevard,1,17,3381,The Sail,Marina Boulevard ,103.8530651,1.281626013,Two trips at 7.40am and 7.55am / 15 min, $5.00 (card) / $7.00 (cash) / $95 (monthly) 
PBS 560 ,Diamond Coach Singapore Pte Ltd,Pandan Valley to Temasek Boulevard,1,18,3391,Marina Bay Financial Centre,Marina Boulevard ,103.8549801,1.280376603,Two trips at 7.40am and 7.55am / 15 min, $5.00 (card) / $7.00 (cash) / $95 (monthly) 
PBS 560 ,Diamond Coach Singapore Pte Ltd,Pandan Valley to Temasek Boulevard,1,19,2169,Centennial Tower,Temasek Avenue ,103.8607085,1.293338368,Two trips at 7.40am and 7.55am / 15 min, $5.00 (card) / $7.00 (cash) / $95 (monthly) 
PBS 560 ,Diamond Coach Singapore Pte Ltd,Pandan Valley to Temasek Boulevard,1,20,2141,Suntec Tower Two,Temasek Boulevard ,103.8593381,1.295765716,Two trips at 7.40am and 7.55am / 15 min, $5.00 (card) / $7.00 (cash) / $95 (monthly) 
PBS 565,City Transit Pte Ltd,Ah Hood Road to Phillip Street,1,1,-,Along the road outside EASB,Ah Hood Road,103.8457585,1.3276217,One trip at 7.55am,Adult: $4 (card) / $5 (cash); Student/Child: $2 (card/cash)
PBS 565,City Transit Pte Ltd,Ah Hood Road to Phillip Street,1,2,-,Opposite Lamp Post 13 ,Ah Hood Road,103.8475491,1.3281431,One trip at 7.55am,Adult: $4 (card) / $5 (cash); Student/Child: $2 (card/cash)
PBS 565,City Transit Pte Ltd,Ah Hood Road to Phillip Street,1,3,52401,Blk 102 ,Jalan Rajah ,103.8508287,1.328301861,One trip at 7.55am,Adult: $4 (card) / $5 (cash); Student/Child: $2 (card/cash)
PBS 565,City Transit Pte Ltd,Ah Hood Road to Phillip Street,1,4,52411,Blk 105,Jalan Rajah ,103.8539267,1.328186667,One trip at 7.55am,Adult: $4 (card) / $5 (cash); Student/Child: $2 (card/cash)
PBS 565,City Transit Pte Ltd,Ah Hood Road to Phillip Street,1,5,52451,Blk 114,Whampoa Rd,103.8573193,1.32531992,One trip at 7.55am,Adult: $4 (card) / $5 (cash); Student/Child: $2 (card/cash)
PBS 565,City Transit Pte Ltd,Ah Hood Road to Phillip Street,1,6,52129,Blk 29,Jln Bahagia,103.8593811,1.32544667,One trip at 7.55am,Adult: $4 (card) / $5 (cash); Student/Child: $2 (card/cash)
PBS 565,City Transit Pte Ltd,Ah Hood Road to Phillip Street,1,7,52049,Blk 19,Jln Tenteram,103.8597876,1.32721152,One trip at 7.55am,Adult: $4 (card) / $5 (cash); Student/Child: $2 (card/cash)
PBS 565,City Transit Pte Ltd,Ah Hood Road to Phillip Street,1,8,52119,Opp Blk 65,Jln Tenteram,103.8581076,1.32782676,One trip at 7.55am,Adult: $4 (card) / $5 (cash); Student/Child: $2 (card/cash)
PBS 565,City Transit Pte Ltd,Ah Hood Road to Phillip Street,1,9,52099,Opp NKF,Kim Keat Rd,103.8548891,1.326523285,One trip at 7.55am,Adult: $4 (card) / $5 (cash); Student/Child: $2 (card/cash)
PBS 565,City Transit Pte Ltd,Ah Hood Road to Phillip Street,1,10,50159,Bef Kim Keat Lane ,Kim Keat Road ,103.8532662,1.324560661,One trip at 7.55am,Adult: $4 (card) / $5 (cash); Student/Child: $2 (card/cash)
PBS 565,City Transit Pte Ltd,Ah Hood Road to Phillip Street,1,11,50211,Opp Balestier Point ,Balestier Road ,103.8525671,1.323069687,One trip at 7.55am,Adult: $4 (card) / $5 (cash); Student/Child: $2 (card/cash)
PBS 565,City Transit Pte Ltd,Ah Hood Road to Phillip Street,1,12,50221,Bef Blk 104,Balestier Road ,103.8530378,1.321438059,One trip at 7.55am,Adult: $4 (card) / $5 (cash); Student/Child: $2 (card/cash)
PBS 565,City Transit Pte Ltd,Ah Hood Road to Phillip Street,1,13,6029,Outram Park Stn Exit 1,Outram Road,103.8383829,1.28177041,One trip at 7.55am,Adult: $4 (card) / $5 (cash); Student/Child: $2 (card/cash)
PBS 565,City Transit Pte Ltd,Ah Hood Road to Phillip Street,1,14,5519,"	Blk 1G",Cantonment Road,103.8411269,1.275534722,One trip at 7.55am,Adult: $4 (card) / $5 (cash); Student/Child: $2 (card/cash)
PBS 565,City Transit Pte Ltd,Ah Hood Road to Phillip Street,1,15,-,Opposite Genting Centre,Lim Teck Kim Road,103.842633,1.273523,One trip at 7.55am,Adult: $4 (card) / $5 (cash); Student/Child: $2 (card/cash)
PBS 565,City Transit Pte Ltd,Ah Hood Road to Phillip Street,1,16,3223,Tanjong Pagar Station Exit C,Anson Road,103.8463247,1.275703395,One trip at 7.55am,Adult: $4 (card) / $5 (cash); Student/Child: $2 (card/cash)
PBS 565,City Transit Pte Ltd,Ah Hood Road to Phillip Street,1,17,3151,Aft Telok Ayer St,Cecil Street ,103.8477623,1.278921246,One trip at 7.55am,Adult: $4 (card) / $5 (cash); Student/Child: $2 (card/cash)
PBS 565,City Transit Pte Ltd,Ah Hood Road to Phillip Street,1,18,3021,Prudential Tower,Cecil Street ,103.849989,1.282555246,One trip at 7.55am,Adult: $4 (card) / $5 (cash); Student/Child: $2 (card/cash)
PBS 565,City Transit Pte Ltd,Ah Hood Road to Phillip Street,1,19,-,Outside Clifford Centre,Collyer Quay,103.852614,1.283625,One trip at 7.55am,Adult: $4 (card) / $5 (cash); Student/Child: $2 (card/cash)
PBS 565,City Transit Pte Ltd,Ah Hood Road to Phillip Street,1,20,-,Outside Singapore Land Tower,Battery Road,103.851819,1.285056,One trip at 7.55am,Adult: $4 (card) / $5 (cash); Student/Child: $2 (card/cash)
PBS 565,City Transit Pte Ltd,Ah Hood Road to Phillip Street,1,21,-,Outside Tan Ean Kiam Building,Phillip Street,103.849775,1.284572,One trip at 7.55am,Adult: $4 (card) / $5 (cash); Student/Child: $2 (card/cash)
PBS 574,Deconti Trans,Upper Serangoon Road - Anson Road,1,2,64041,Hougang Plaza,Upper Serangoon Road,103.89536,1.370165,One trip at 7.45am, $5.00 (cash) 
PBS 574,Deconti Trans,Upper Serangoon Road - Anson Road,1,3,64051,Blk 465A,Upper Serangoon Road,103.8977736,1.372396669,One trip at 7.45am, $5.00 (cash) 
PBS 574,Deconti Trans,Upper Serangoon Road - Anson Road,1,4,64071,Opp Punggol Park,Hougang Avenue 8,103.8972481,1.375140564,One trip at 7.45am, $5.00 (cash) 
PBS 574,Deconti Trans,Upper Serangoon Road - Anson Road,1,5,64039,Blk 434,Hougang Avenue 8,103.8939376,1.376687532,One trip at 7.45am, $5.00 (cash) 
PBS 574,Deconti Trans,Upper Serangoon Road - Anson Road,1,6,64369,Blk 532,Hougang Avenue 8,103.8914935,1.376344484,One trip at 7.45am, $5.00 (cash) 
PBS 574,Deconti Trans,Upper Serangoon Road - Anson Road,1,7,64479,Blk 665,Hougang Avenue 9,103.88354,1.374401341,One trip at 7.45am, $5.00 (cash) 
PBS 574,Deconti Trans,Upper Serangoon Road - Anson Road,1,8,64489,Blk 946A,Hougang Avenue 9,103.8806769,1.37488765,One trip at 7.45am, $5.00 (cash) 
PBS 574,Deconti Trans,Upper Serangoon Road - Anson Road,1,9,64499,Regentville,Hougang Avenue 9,103.8782886,1.374882857,One trip at 7.45am, $5.00 (cash) 
PBS 574,Deconti Trans,Upper Serangoon Road - Anson Road,1,10,64109,Gracehaven Salvation Army,Yio Chu Kang Road,103.876909,1.372023302,One trip at 7.45am, $5.00 (cash) 
PBS 574,Deconti Trans,Upper Serangoon Road - Anson Road,1,11,66109,Blk 151,Ang Mo Kio Avenue 3,103.8746132,1.369979225,One trip at 7.45am, $5.00 (cash) 
PBS 574,Deconti Trans,Upper Serangoon Road - Anson Road,1,12,66349,Opp Daikin Singapore,Ang Mo Kio Avenue 3,103.8654177,1.3708276,One trip at 7.45am, $5.00 (cash) 
PBS 574,Deconti Trans,Upper Serangoon Road - Anson Road,1,13,54309,Opp Blk 5022,Ang Mo Kio Avenue 3,103.863066,1.369888353,One trip at 7.45am, $5.00 (cash) 
PBS 574,Deconti Trans,Upper Serangoon Road - Anson Road,1,14,9038,Opp Somerset Station,Orchard Road,103.8385248,1.301542625,One trip at 7.45am, $5.00 (cash) 
PBS 574,Deconti Trans,Upper Serangoon Road - Anson Road,1,15,8137,Orchard Plaza,Orchard Road,103.841005,1.300739684,One trip at 7.45am, $5.00 (cash) 
PBS 574,Deconti Trans,Upper Serangoon Road - Anson Road,1,16,8058,Aft Dhoby Ghaut Station,Orchard Road,103.8465412,1.298958343,One trip at 7.45am, $5.00 (cash) 
PBS 574,Deconti Trans,Upper Serangoon Road - Anson Road,1,17,8069,Bencoolen Station Exit B,Bras Basah Road,103.8493613,1.298213823,One trip at 7.45am, $5.00 (cash) 
PBS 574,Deconti Trans,Upper Serangoon Road - Anson Road,1,18,4179,Aft Bras Basah Station Exit A,Bras Basah Road,103.8514716,1.296479163,One trip at 7.45am, $5.00 (cash) 
PBS 574,Deconti Trans,Upper Serangoon Road - Anson Road,1,19,2119,One Raffles Link,Nicoll Highway,103.8553433,1.291844074,One trip at 7.45am, $5.00 (cash) 
PBS 574,Deconti Trans,Upper Serangoon Road - Anson Road,1,20,3019,OUE Bayfront,Collyer Quay,103.8531081,1.284245,One trip at 7.45am, $5.00 (cash) 
PBS 574,Deconti Trans,Upper Serangoon Road - Anson Road,1,21,3129,UIC Building,Shenton Way,103.8495672,1.278070035,One trip at 7.45am, $5.00 (cash) 
PBS 574,Deconti Trans,Upper Serangoon Road - Anson Road,1,22,3217,Opp AXA Tower,Shenton Way,103.8479444,1.275522189,One trip at 7.45am, $5.00 (cash) 
PBS 574,Deconti Trans,Upper Serangoon Road - Anson Road,1,23,3218,Opp MAS Building,Shenton Way,103.8468781,1.274116652,One trip at 7.45am, $5.00 (cash) 
PBS 574,Deconti Trans,Upper Serangoon Road - Anson Road,1,24,3223,International Plaza,Anson Road,103.8463247,1.275703395,One trip at 7.45am, $5.00 (cash) 
PBS 575,Deconti Trans,Sengkang East Road to Upper Cross Street,1,1,66481,Opp Blk 968,Buangkok Green,103.8783096,1.37918666,One trip at 7.20am, $5.00 (cash) 
PBS 575,Deconti Trans,Sengkang East Road to Upper Cross Street,1,2,64089,Opp Hougang 1,Hougang Street 91,103.8802,1.376101,One trip at 7.20am, $5.00 (cash) 
PBS 575,Deconti Trans,Sengkang East Road to Upper Cross Street,1,3,64499,Regentville,Hougang Avenue 9,103.8782886,1.37488286,One trip at 7.20am, $5.00 (cash) 
PBS 575,Deconti Trans,Sengkang East Road to Upper Cross Street,1,4,66439,Blk 504A CP,Serangoon North Avenue 4,103.8755129,1.37393762,One trip at 7.20am, $5.00 (cash) 
PBS 575,Deconti Trans,Sengkang East Road to Upper Cross Street,1,5,66429,Blk 530,Serangoon North Avenue 4,103.8724374,1.37352183,One trip at 7.20am, $5.00 (cash) 
PBS 575,Deconti Trans,Sengkang East Road to Upper Cross Street,1,6,66349,Opp Daikin Singapore,Ang Mo Kio Avenue 3,103.8654177,1.3708276,One trip at 7.20am, $5.00 (cash) 
PBS 575,Deconti Trans,Sengkang East Road to Upper Cross Street,1,7,54309,Opp Blk 5022,Ang Mo Kio Avenue 3,103.863066,1.369888353,One trip at 7.20am, $5.00 (cash) 
PBS 575,Deconti Trans,Sengkang East Road to Upper Cross Street,1,8,5129,Opp One Upper Pickering,Upper Pickering Street,103.8463467,1.286011667,One trip at 7.20am, $5.00 (cash) 
PBS 575,Deconti Trans,Sengkang East Road to Upper Cross Street,1,9,5319,OCBC Centre,Church Street,103.8490869,1.284496673,One trip at 7.20am, $5.00 (cash) 
PBS 575,Deconti Trans,Sengkang East Road to Upper Cross Street,1,10,3381,"The Sail	",Marina Boulevard,103.8530651,1.28162601,One trip at 7.20am, $5.00 (cash) 
PBS 575,Deconti Trans,Sengkang East Road to Upper Cross Street,1,11,3529,Downtown Station Exit E,Central Boulevard,103.8527877,1.27939957,One trip at 7.20am, $5.00 (cash) 
PBS 575,Deconti Trans,Sengkang East Road to Upper Cross Street,1,12,3129,UIC Building,Shenton Way,103.8495672,1.278070035,One trip at 7.20am, $5.00 (cash) 
PBS 575,Deconti Trans,Sengkang East Road to Upper Cross Street,1,13,3217,Opp AXA Tower,Shenton Way,103.8479444,1.275522189,One trip at 7.20am, $5.00 (cash) 
PBS 575,Deconti Trans,Sengkang East Road to Upper Cross Street,1,14,3218,Opp MAS Building,Shenton Way,103.8468781,1.274116652,One trip at 7.20am, $5.00 (cash) 
PBS 575,Deconti Trans,Sengkang East Road to Upper Cross Street,1,15,3223,Tanjong Pagar Station Exit C,Anson Road,103.8463247,1.275703395,One trip at 7.20am, $5.00 (cash) 
